job_id,posting_date,title,position_type,position_level,yoe,location,number_of_applicants,company_name,company_industry,company_size
16725,2020-12-14,Data Analyst,Full-time,Associate,3,"New York, NY",8.0,Motus,Computer Software,201-500
16729,2020-12-14,Data Architect,Full-time,Mid-Senior level,4,"Pittsburgh, PA",1.0,Perficient,Information Technology & Services,"1,001-5,000"
16732,2020-12-15,Data Engineer,Full-time,Entry level,1,"Boulder, CO",1.0,HireResources,Staffing & Recruiting,51-200
16737,2020-12-15,Data Engineer,Full-time,Entry level,3,"Indiana, United States",3.0,Blackbaud,Computer Software,"1,001-5,000"
16738,2020-12-15,Data Engineer,Contract,Entry level,1,United States,2.0,Dice,Internet,"1,001-5,000"
16739,2020-12-15,Data Scientist,Contract,Mid-Senior level,9,"Burbank, CA",,Toptal,Internet,"1,001-5,000"
16740,2020-12-16,Data Scientist,Full-time,Associate,5,"Massachusetts, United States",4.0,NextRoll,Marketing & Advertising,"501-1,000"
16744,2020-12-16,Data Architect,Full-time,Associate,4,United States,,Innovaccer,Information Technology & Services,"501-1,000"
16749,2020-12-17,Data Scientist,Full-time,Director,8,"Cincinnati, OH",,84.51˚,Management Consulting,"1,001-5,000"
16754,2020-12-17,Data Engineer,Full-time,Entry level,1,United States,5.0,IronNet,Computer & Network Security,201-500
16757,2020-12-17,Data Analyst,Full-time,Mid-Senior level,7,"Illinois, United States",14.0,Kraken Digital Asset Exchange,Financial Services,"1,001-5,000"
16759,2020-12-18,Data Engineer,Contract,Mid-Senior level,6,"Irving, TX",,Toptal,Internet,"1,001-5,000"
16760,2020-12-18,Data Scientist,Contract,Mid-Senior level,4,"Framingham, MA",,Toptal,Internet,"1,001-5,000"
16769,2020-12-19,Data Analyst,Full-time,Associate,5,"Austin, TX",2.0,Horizontal Talent,Staffing & Recruiting,201-500
16770,2020-12-19,Data Engineer,Full-time,Mid-Senior level,6,United States,5.0,Intelletec,Staffing & Recruiting,11-50
16771,2020-12-19,Data Engineer,Full-time,Mid-Senior level,7,"Los Altos, CA",,Recruiting from Scratch,Staffing & Recruiting,11-50
16773,2020-12-19,Data Engineer,Contract,Mid-Senior level,10,"Coral Springs, FL",,Toptal,Internet,"1,001-5,000"
16778,2020-12-19,Data Engineer,Full-time,Associate,4,"San Diego, CA",,HashiCorp,Computer Software,"1,001-5,000"
16784,2020-12-20,Data Analyst,Contract,Mid-Senior level,5,United States,29.0,Eliassen Group,Information Technology & Services,"1,001-5,000"
16786,2020-12-20,Data Engineer,Contract,Mid-Senior level,4,"Santa Clara, CA",,Toptal,Internet,"1,001-5,000"
16787,2020-12-20,Data Analyst,Full-time,Mid-Senior level,5,United States,67.0,Walmart,Retail,"10,001+"
16789,2020-12-20,Data Analyst,Contract,Mid-Senior level,2,"Seattle, WA",12.0,iMatch Technical Services,Staffing & Recruiting,11-50
16790,2020-12-21,Data Analyst,Full-time,Associate,3,"Seattle, WA",35.0,Holland America Line,"Leisure, Travel & Tourism","10,001+"
16796,2020-12-21,Data Scientist,Full-time,Associate,4,"Boston, MA",9.0,ZipRecruiter,Internet,"1,001-5,000"
16801,2020-12-21,Data Analyst,Contract,Associate,4,United States,57.0,Infotek Group of Companies,Information Technology & Services,51-200
16802,2020-12-22,Data Scientist,Full-time,Mid-Senior level,8,United States,,Egnyte,Computer Software,"501-1,000"
16803,2020-12-22,Data Engineer,Full-time,Entry level,1,"Columbus, OH",1.0,Olive,Information Technology & Services,"1,001-5,000"
16809,2020-12-22,Data Engineer,Contract,Mid-Senior level,6,"Toledo, OH",,Toptal,Internet,"1,001-5,000"
16815,2020-12-23,Data Scientist,Full-time,Associate,5,"Scottsdale, AZ",1.0,VincentBenjamin,Staffing & Recruiting,51-200
16821,2020-12-23,Data Scientist,Full-time,Mid-Senior level,5,"New York, NY",4.0,Harnham,Staffing & Recruiting,51-200
16823,2020-12-23,Data Scientist,Full-time,Entry level,2,"New York, NY",,Codecademy,E-learning,51-200
16824,2020-12-23,Data Engineer,Full-time,Mid-Senior level,7,"Austin, Texas Metropolitan Area",9.0,Quest Groups LLC,Staffing & Recruiting,11-50
16829,2020-12-24,Data Engineer,Contract,Mid-Senior level,7,"Minneapolis, MN",,Toptal,Internet,"1,001-5,000"
16832,2020-12-24,Data Analyst,Full-time,Mid-Senior level,4,"Washington, DC",5.0,Experis,Staffing & Recruiting,"10,001+"
16835,2020-12-24,Data Scientist,Full-time,Mid-Senior level,4,United States,180.0,Burtch Works,Staffing & Recruiting,11-50
16836,2020-12-24,Data Engineer,Contract,Mid-Senior level,6,"Escondido, CA",,Toptal,Internet,"1,001-5,000"
16843,2020-12-25,Data Analyst,Contract,Mid-Senior level,4,"Providence County, RI",26.0,Information Resource Group,Information Technology & Services,51-200
16845,2020-12-25,Data Analyst,Full-time,Mid-Senior level,4,"Bloomfield, CT",16.0,Cigna,"Health, Wellness & Fitness","10,001+"
16847,2020-12-25,Data Engineer,Contract,Mid-Senior level,5,"Greensboro, NC",,Toptal,Internet,"1,001-5,000"
16851,2020-12-25,Data Scientist,Full-time,Associate,3,"San Francisco, CA",8.0,"BlueOwl, LLC",Information Technology & Services,51-200
16855,2020-12-26,Data Analyst,Full-time,Mid-Senior level,4,United States,22.0,PeerSource,Staffing & Recruiting,11-50
16856,2020-12-26,Data Scientist,Full-time,Associate,3,"New York, NY",24.0,Slice,Internet,"501-1,000"
16858,2020-12-26,Data Analyst,Contract,Associate,3,San Diego Metropolitan Area,27.0,Hydrogen Group,Staffing & Recruiting,201-500
16862,2020-12-26,Data Engineer,Contract,Mid-Senior level,5,"San Ramon, CA",76.0,IDEA HELIX,Information Technology & Services,51-200
16863,2020-12-26,Data Analyst,Contract,Mid-Senior level,6,"Tempe, AZ",21.0,IntraEdge,Information Technology & Services,"1,001-5,000"
16866,2020-12-27,Data Engineer,Full-time,Mid-Senior level,6,Salt Lake City Metropolitan Area,,Genesys,Computer Software,"1,001-5,000"
16869,2020-12-27,Data Scientist,Contract,Mid-Senior level,4,"San Ramon, CA",,Toptal,Internet,"1,001-5,000"
16871,2020-12-27,Data Analyst,Full-time,Entry level,1,"Milwaukee, WI",1.0,Gong,Computer Software,"501-1,000"
16886,2020-12-28,Data Scientist,Full-time,Mid-Senior level,6,United States,5.0,Wpromote,Marketing & Advertising,201-500
16887,2020-12-28,Data Analyst,Full-time,Mid-Senior level,5,"Irvine, CA",35.0,Swift Strategic Solutions Inc,Staffing & Recruiting,51-200
16888,2020-12-28,Data Scientist,Full-time,Associate,4,"Portland, OR",1.0,Vacasa,"Leisure, Travel & Tourism","1,001-5,000"
16891,2020-12-28,Data Engineer,Full-time,Associate,5,United States,55.0,MissionWired,Marketing & Advertising,51-200
16893,2020-12-29,Data Engineer,Contract,Mid-Senior level,8,"Los Angeles, CA",4.0,Orion Group,Staffing & Recruiting,201-500
16896,2020-12-29,Data Engineer,Full-time,Mid-Senior level,8,"San Diego, CA",1.0,Aha!,Computer Software,51-200
16897,2020-12-29,Data Analyst,Full-time,Entry level,1,United States,18.0,Root Inc.,Insurance,"501-1,000"
16899,2020-12-29,Data Analyst,Full-time,Entry level,1,"Colorado, United States",57.0,Evolve,Hospitality,"501-1,000"
16901,2020-12-29,Data Analyst,Contract,Mid-Senior level,9,"Baltimore, MD",11.0,NCS Technologies,Information Technology & Services,201-500
16902,2020-12-29,Data Architect,Full-time,Mid-Senior level,6,"Charleston, SC",1.0,Perficient,Information Technology & Services,"1,001-5,000"
16905,2020-12-29,Data Scientist,Full-time,Mid-Senior level,6,Raleigh-Durham-Chapel Hill Area,6.0,Labcorp,Hospital & Health Care,"10,001+"
16908,2020-12-30,Data Engineer,Full-time,Entry level,3,"Seattle, WA",,SafeGraph,Internet,11-50
16910,2020-12-30,Data Scientist,Full-time,Entry level,2,"Los Angeles, CA",24.0,SkillSoniq,Internet,11-50
16911,2020-12-30,Data Engineer,Full-time,Mid-Senior level,2,"Seattle, WA",4.0,Cameo,Internet,201-500
16917,2020-12-30,Data Engineer,Full-time,Mid-Senior level,4,San Francisco Bay Area,2.0,Harnham,Staffing & Recruiting,51-200
16919,2020-12-30,Data Engineer,Contract,Entry level,2,"Milwaukee, WI",5.0,"Georgia IT, Inc.",Information Technology & Services,51-200
16924,2020-12-31,Data Architect,Full-time,Mid-Senior level,5,"Irvine, CA",2.0,Perficient,Information Technology & Services,"1,001-5,000"
16929,2020-12-31,Data Scientist,Contract,Mid-Senior level,7,"Salinas, CA",1.0,Toptal,Internet,"1,001-5,000"
16932,2020-12-31,Data Engineer,Contract,Mid-Senior level,5,"High Point, NC",,Toptal,Internet,"1,001-5,000"
16933,2020-12-31,Data Scientist,Contract,Mid-Senior level,5,"Santa Ana, CA",7.0,Toptal,Internet,"1,001-5,000"
16936,2020-12-31,Data Scientist,Full-time,Mid-Senior level,7,United States,18.0,HackerU,Education Management,"501-1,000"
16939,2020-12-31,Data Scientist,Contract,Mid-Senior level,7,"Lansing, MI",4.0,Toptal,Internet,"1,001-5,000"
16950,2021-01-01,Data Engineer,Full-time,Mid-Senior level,5,United States,3.0,Nexient,Information Technology & Services,201-500
16953,2021-01-01,Data Engineer,Full-time,Mid-Senior level,5,"Miami, FL",2.0,Jobot,Staffing & Recruiting,201-500
16959,2021-01-02,Data Engineer,Full-time,Associate,3,"Chicago, IL",1.0,Degreed,Information Technology & Services,201-500
16961,2021-01-02,Data Engineer,Full-time,Entry level,3,United States,3.0,Viventis Search Asia,Staffing & Recruiting,51-200
16965,2021-01-02,Data Engineer,Full-time,Mid-Senior level,4,United States,5.0,Austin Fraser,Staffing & Recruiting,201-500
16967,2021-01-02,Data Engineer,Full-time,Associate,6,"Richmond, VA",,W3Global,Staffing & Recruiting,201-500
16968,2021-01-02,Data Scientist,Contract,Mid-Senior level,3,"Sacramento, CA",,Toptal,Internet,"1,001-5,000"
16969,2021-01-02,Data Engineer,Contract,Mid-Senior level,3,"Houston, TX",,Toptal,Internet,"1,001-5,000"
16971,2021-01-03,Data Engineer,Full-time,Mid-Senior level,5,"New York, United States",3.0,Harnham,Staffing & Recruiting,51-200
16973,2021-01-03,Data Scientist,Full-time,Entry level,2,United States,28.0,Greenhouse Software,Computer Software,201-500
16975,2021-01-03,Data Scientist,Full-time,Mid-Senior level,2,United States,6.0,Shopify,Internet,"5,001-10,000"
16985,2021-01-03,Data Engineer,Full-time,Entry level,1,United States,5.0,Dialexa,Information Technology & Services,201-500
16987,2021-01-04,Data Engineer,Full-time,Mid-Senior level,3,San Francisco Bay Area,161.0,Skyrocket Ventures,Staffing & Recruiting,11-50
16990,2021-01-04,Data Engineer,Contract,Mid-Senior level,5,Kansas City Metropolitan Area,33.0,EPSG corporation,Human Resources,51-200
17000,2021-01-04,Data Analyst,Full-time,Associate,2,"Florida, United States",3.0,WW,"Health, Wellness & Fitness","10,001+"
17005,2021-01-05,Data Analyst,Full-time,Associate,4,"Buffalo, NY",30.0,Perficient,Information Technology & Services,"1,001-5,000"
17006,2021-01-05,Data Engineer,Contract,Mid-Senior level,5,"Richmond, CA",,Toptal,Internet,"1,001-5,000"
17007,2021-01-05,Data Scientist,Contract,Mid-Senior level,5,"Albany, NY",4.0,Toptal,Internet,"1,001-5,000"
17010,2021-01-05,Data Scientist,Contract,Mid-Senior level,5,"Jefferson County, AR",4.0,Toptal,Internet,"1,001-5,000"
17014,2021-01-05,Data Engineer,Full-time,Mid-Senior level,5,"Redwood City, CA",,Recruiting from Scratch,Staffing & Recruiting,1-10
17018,2021-01-05,Data Analyst,Full-time,Mid-Senior level,6,United States,106.0,Olive,Information Technology & Services,"501-1,000"
17020,2021-01-05,Data Scientist,Contract,Mid-Senior level,6,"Wilmington, DE",1.0,Toptal,Internet,"1,001-5,000"
17023,2021-01-06,Data Analyst,Full-time,Mid-Senior level,7,San Diego Metropolitan Area,4.0,Cetera Financial Group,Financial Services,"1,001-5,000"
17025,2021-01-06,Data Engineer,Full-time,Associate,3,"New York, NY",6.0,Everyday Health Group,Online Media,"501-1,000"
17026,2021-01-06,Data Architect,Full-time,Mid-Senior level,7,"Fargo, ND",2.0,Perficient,Information Technology & Services,"1,001-5,000"
17044,2021-01-07,Data Engineer,Full-time,Entry level,2,"Texas, United States",8.0,RingCentral,Computer Software,"1,001-5,000"
17047,2021-01-07,Data Scientist,Full-time,Mid-Senior level,5,Greater Indianapolis,6.0,Genesys,Computer Software,"1,001-5,000"
17048,2021-01-07,Data Analyst,Full-time,Associate,5,United States,47.0,Purolator International,Logistics & Supply Chain,201-500
17049,2021-01-07,Data Scientist,Contract,Mid-Senior level,2,"College Station, TX",2.0,Toptal,Internet,"1,001-5,000"
17054,2021-01-08,Data Engineer,Full-time,Associate,4,"Miami, FL",2.0,Lennar,Real Estate,"5,001-10,000"
17064,2021-01-08,Data Engineer,Full-time,Mid-Senior level,4,"California, United States",4.0,Ticketmaster,Entertainment,"10,001+"
17067,2021-01-08,Data Engineer,Contract,Mid-Senior level,4,United States,14.0,Gravity IT Resources,Staffing & Recruiting,51-200
17070,2021-01-09,Data Analyst,Full-time,Mid-Senior level,7,"Boston, MA",1.0,Edward Jones,Financial Services,"10,001+"
17074,2021-01-09,Data Scientist,Contract,Mid-Senior level,7,"New Orleans, LA",1.0,Toptal,Internet,"1,001-5,000"
17075,2021-01-09,Data Scientist,Full-time,Mid-Senior level,4,"Seattle, WA",7.0,Neteffects,,
17077,2021-01-09,Data Analyst,Full-time,Entry level,1,"Ann Arbor, MI",12.0,Mutual of Omaha Mortgage,Financial Services,"501-1,000"
17080,2021-01-09,Data Engineer,Full-time,Mid-Senior level,5,"Lehi, UT",18.0,Grimaldi Staffing Services,Biotechnology,1-10
17081,2021-01-09,Data Engineer,Contract,Mid-Senior level,2,"Sacramento, CA",,Toptal,Internet,"1,001-5,000"
17082,2021-01-09,Data Engineer,Full-time,Entry level,1,United States,,Dice,Internet,"1,001-5,000"
17093,2021-01-10,Data Engineer,Full-time,Mid-Senior level,2,"Houston, TX",3.0,Jobot,Staffing & Recruiting,201-500
17094,2021-01-10,Data Scientist,Full-time,Entry level,0,"West Jordan, UT",12.0,Walker Edison,Furniture,51-200
17098,2021-01-10,Data Engineer,Full-time,Associate,4,United States,6.0,Phreesia,Hospital & Health Care,"1,001-5,000"
17103,2021-01-10,Data Engineer,Full-time,Entry level,1,"New York, NY",34.0,AbleTo Inc.,Mental Health Care,201-500
17107,2021-01-11,Data Analyst,Full-time,Associate,4,"Seattle, WA",22.0,Holland America Line,"Leisure, Travel & Tourism","10,001+"
17109,2021-01-11,Data Engineer,Full-time,Mid-Senior level,4,"Fremont, CA",,Recruiting from Scratch,Staffing & Recruiting,11-50
17111,2021-01-11,Data Engineer,Contract,Mid-Senior level,4,Shreveport-Bossier City Area,,Toptal,Internet,"1,001-5,000"
17112,2021-01-11,Data Engineer,Full-time,Mid-Senior level,4,"Philadelphia, PA",13.0,Jobot,Staffing & Recruiting,201-500
17113,2021-01-11,Data Scientist,Full-time,Associate,3,"New York, NY",64.0,Signifyd,Internet,201-500
17114,2021-01-11,Data Engineer,Full-time,Mid-Senior level,5,Washington DC-Baltimore Area,6.0,Tiger Analytics,Management Consulting,"501-1,000"
17115,2021-01-11,Data Scientist,Full-time,Mid-Senior level,7,United States,10.0,Zebra Technologies,Information Technology & Services,"5,001-10,000"
17118,2021-01-11,Data Scientist,Contract,Mid-Senior level,7,"Sterling Heights, MI",,Toptal,Internet,"1,001-5,000"
17121,2021-01-12,Data Engineer,Full-time,Mid-Senior level,6,"Cupertino, CA",,Recruiting from Scratch,Staffing & Recruiting,1-10
17122,2021-01-12,Data Scientist,Full-time,Entry level,0,"Iowa, United States",3.0,WW,"Health, Wellness & Fitness","10,001+"
17125,2021-01-12,Data Engineer,Full-time,Mid-Senior level,9,United States,21.0,Advantis Global,Staffing & Recruiting,"501-1,000"
17132,2021-01-12,Data Scientist,Contract,Mid-Senior level,6,"Scottsdale, AZ",,Toptal,Internet,"1,001-5,000"
17141,2021-01-13,Data Analyst,Full-time,Mid-Senior level,4,United States,12.0,Advisor Group,Financial Services,"1,001-5,000"
17143,2021-01-13,Data Engineer,Contract,Mid-Senior level,5,"Glendale, AZ",,Toptal,Internet,"1,001-5,000"
17149,2021-01-13,Data Engineer,Contract,Mid-Senior level,2,"Louisville, KY",,Toptal,Internet,"1,001-5,000"
17158,2021-01-14,Data Analyst,Full-time,Entry level,3,"Salt Lake City, UT",28.0,Addepar,Computer Software,201-500
17162,2021-01-14,Data Architect,Full-time,Mid-Senior level,5,"Albuquerque, NM",,Perficient,Information Technology & Services,"1,001-5,000"
17163,2021-01-14,Data Engineer,Full-time,Mid-Senior level,5,"Orange, CA",,Aha!,Computer Software,51-200
17166,2021-01-14,Data Engineer,Full-time,Mid-Senior level,5,"Irving, TX",,Recruiting from Scratch,Staffing & Recruiting,11-50
17167,2021-01-14,Data Scientist,Full-time,Mid-Senior level,7,"Boston, MA",19.0,Cypress.io,Computer Software,11-50
17168,2021-01-14,Data Engineer,Contract,Mid-Senior level,5,"Las Vegas, NV",,Toptal,Internet,"1,001-5,000"
17169,2021-01-14,Data Engineer,Full-time,Associate,4,New York City Metropolitan Area,31.0,Harnham,Staffing & Recruiting,51-200
17171,2021-01-14,Data Scientist,Full-time,Entry level,2,"Chicago, IL",10.0,Clearcover,Insurance,201-500
17172,2021-01-15,Data Engineer,Full-time,Mid-Senior level,0,United States,7.0,When I Work,Internet,51-200
17173,2021-01-15,Data Analyst,Full-time,Entry level,2,"Rensselaer, NY",1.0,,Staffing & Recruiting,"10,001+"
17177,2021-01-15,Data Engineer,Full-time,Associate,3,"Mountain View, CA",9.0,HackerRank,Computer Software,201-500
17180,2021-01-15,Data Engineer,Full-time,Associate,4,"San Francisco, CA",,Sitka,Medical Practice,11-50
17185,2021-01-15,Data Architect,Full-time,Mid-Senior level,8,"Milwaukee, WI",2.0,Perficient,Information Technology & Services,"1,001-5,000"
17187,2021-01-15,Data Engineer,Full-time,Mid-Senior level,8,United States,6.0,Viasat Inc.,Telecommunications,"5,001-10,000"
17188,2021-01-15,Data Scientist,Full-time,Associate,4,"Atlanta, GA",96.0,Mozilla,Computer Software,"501-1,000"
17196,2021-01-16,Data Engineer,Full-time,Associate,4,"Eden Prairie, MN",,Optum,Hospital & Health Care,"10,001+"
17198,2021-01-16,Data Analyst,Full-time,Associate,3,"Los Angeles, CA",142.0,"Multi Media, LLC",Information Technology & Services,51-200
17203,2021-01-16,Data Engineer,Full-time,Mid-Senior level,11,"Washington, DC",6.0,IVY TECH SOLUTIONS INC,,
17204,2021-01-16,Data Engineer,Full-time,Mid-Senior level,5,"Nashville, TN",3.0,Jobot,Staffing & Recruiting,201-500
17205,2021-01-16,Data Scientist,Full-time,Mid-Senior level,1,Atlanta Metropolitan Area,11.0,Kibo,Computer Software,201-500
17206,2021-01-16,Data Scientist,Full-time,Associate,4,United States,7.0,VideoAmp,Marketing & Advertising,201-500
17207,2021-01-16,Data Analyst,Full-time,Entry level,3,United States,7.0,"Ontrak, Inc",Mental Health Care,"501-1,000"
17209,2021-01-16,Data Analyst,Full-time,Mid-Senior level,4,"Seattle, WA",29.0,NerdWallet,Consumer Services,201-500
17210,2021-01-16,Data Scientist,Contract,Mid-Senior level,8,"Ventura, CA",2.0,Toptal,Internet,"1,001-5,000"
17212,2021-01-17,Data Engineer,Contract,Mid-Senior level,7,"Santa Rosa, CA",,Toptal,Internet,"1,001-5,000"
17213,2021-01-17,Data Engineer,Full-time,Mid-Senior level,4,United States,12.0,Array,Financial Services,51-200
17214,2021-01-17,Data Engineer,Full-time,Entry level,2,United States,11.0,Oportun,Financial Services,"1,001-5,000"
17215,2021-01-17,Data Engineer,Full-time,Mid-Senior level,3,"Seattle, WA",1.0,Aha!,Computer Software,51-200
17218,2021-01-17,Data Scientist,Full-time,Associate,2,"Albany, NY",,,Staffing & Recruiting,"10,001+"
17222,2021-01-17,Data Engineer,Full-time,Mid-Senior level,3,Dallas-Fort Worth Metroplex,2.0,Paladin Consulting,Staffing & Recruiting,"1,001-5,000"
17228,2021-01-17,Data Engineer,Contract,Mid-Senior level,11,"San Mateo, CA",,Toptal,Internet,"1,001-5,000"
17231,2021-01-18,Data Scientist,Full-time,Associate,5,"San Francisco, CA",6.0,HeadsUp,Computer Software,1-10
17232,2021-01-18,Data Engineer,Contract,Mid-Senior level,6,"Iowa City, IA",,Toptal,Internet,"1,001-5,000"
17243,2021-01-18,Data Scientist,Full-time,Associate,4,"Los Angeles, CA",11.0,Internet Brands,Internet,"1,001-5,000"
